defect_id,unit_id,batch_id,checkpoint_id,defect_type,severity,root_cause,reported_date
DEF-00987,UNIT-12324,BATCH-2026-00860,3,Low volume output,Medium,Investigation pending,2026-05-11
DEF-00988,UNIT-06543,BATCH-2025-00451,7,Fan failure,Medium,Investigation pending,2025-10-11
DEF-00989,UNIT-30566,BATCH-2025-02138,5,Color calibration issue,Medium,Environmental exposure,2025-06-04
DEF-00990,UNIT-41652,BATCH-2025-02917,1,Short circuit,Low,Supplier quality issue,2025-03-29
DEF-00991,UNIT-09629,BATCH-2026-00668,5,Dead pixel,Low,Supplier quality issue,2026-06-21
DEF-00992,UNIT-49906,BATCH-2025-03490,2,Sensor calibration drift,Medium,Packaging error,2025-02-05
DEF-00993,UNIT-25316,BATCH-2025-01770,6,Signal interference,Medium,Equipment calibration drift,2025-08-23
DEF-00994,UNIT-05522,BATCH-2025-00379,3,Speaker distortion,Medium,Handling damage,2025-03-02
DEF-00995,UNIT-43436,BATCH-2025-03044,1,Power fluctuation,Medium,Handling damage,2025-02-02
DEF-00996,UNIT-03886,BATCH-2026-00268,7,Fan failure,Critical,Process variation,2026-05-15
DEF-00997,UNIT-39849,BATCH-2025-02789,6,Signal interference,Critical,Supplier quality issue,2025-03-07
DEF-00998,UNIT-16260,BATCH-2025-01136,6,Signal interference,High,Supplier quality issue,2025-08-13
DEF-00999,UNIT-36709,BATCH-2026-02565,4,Battery not detected,High,Material defect,2026-01-16
DEF-01000,UNIT-02305,BATCH-2025-00160,3,Low volume output,High,Packaging error,2025-08-30
DEF-01001,UNIT-05133,BATCH-2025-00353,1,Power fluctuation,High,Material defect,2025-11-25
DEF-01002,UNIT-17312,BATCH-2026-01212,6,Port instability,Critical,Packaging error,2026-08-16
DEF-01003,UNIT-22338,BATCH-2025-01563,4,Cell imbalance,High,Process variation,2025-11-27
DEF-01004,UNIT-10020,BATCH-2025-00697,1,Power fluctuation,Medium,Investigation pending,2025-09-24
DEF-01005,UNIT-29256,BATCH-2026-02048,2,Sensor calibration drift,High,Equipment calibration drift,2026-04-18
DEF-01006,UNIT-34016,BATCH-2025-02377,1,Short circuit,Medium,Handling damage,2025-06-22
DEF-01007,UNIT-43106,BATCH-2025-03021,5,Screen artifact,High,Supplier quality issue,2025-07-13
DEF-01008,UNIT-32752,BATCH-2025-02288,1,Power fluctuation,High,Supplier quality issue,2025-03-18
DEF-01009,UNIT-41420,BATCH-2025-02901,5,Color calibration issue,Medium,Process variation,2025-10-08
DEF-01010,UNIT-05022,BATCH-2026-00345,7,Thermal runaway risk,Low,Environmental exposure,2026-02-23
DEF-01011,UNIT-44751,BATCH-2024-03134,7,Thermal runaway risk,High,Packaging error,2024-11-12
DEF-01012,UNIT-04678,BATCH-2025-00323,8,Ingress issue,Low,Packaging error,2025-02-06
DEF-01013,UNIT-06493,BATCH-2024-00448,2,Camera focus failed,Medium,Process variation,2024-12-27
DEF-01014,UNIT-29162,BATCH-2024-02041,1,Power fluctuation,Low,Handling damage,2025-01-01
DEF-01015,UNIT-38113,BATCH-2025-02666,8,Final assembly defect,Low,Environmental exposure,2025-12-27
DEF-01016,UNIT-25969,BATCH-2025-01816,1,Short circuit,High,Investigation pending,2025-06-12
DEF-01017,UNIT-10365,BATCH-2025-00722,4,Battery not detected,Medium,Investigation pending,2025-06-30
DEF-01018,UNIT-17069,BATCH-2026-01194,7,Thermal runaway risk,Medium,Investigation pending,2026-10-06
DEF-01019,UNIT-42400,BATCH-2026-02972,6,Connectivity drop,High,Process variation,2026-06-06
DEF-01020,UNIT-37769,BATCH-2025-02641,1,Short circuit,Low,Investigation pending,2025-11-26
DEF-01021,UNIT-10724,BATCH-2026-00748,5,Screen artifact,Medium,Handling damage,2026-07-13
DEF-01022,UNIT-28310,BATCH-2026-01979,5,Dead pixel,Low,Material defect,2026-03-17
DEF-01023,UNIT-34905,BATCH-2026-02441,8,Packaging damage,High,Packaging error,2026-05-08
DEF-01024,UNIT-27610,BATCH-2024-01931,8,Ingress issue,Critical,Investigation pending,2024-10-23
DEF-01025,UNIT-05204,BATCH-2025-00357,6,Port instability,Critical,Process variation,2025-09-10
DEF-01026,UNIT-36319,BATCH-2025-02539,8,Final assembly defect,Medium,Handling damage,2025-06-24
DEF-01027,UNIT-05453,BATCH-2026-00375,7,Fan failure,Critical,Material defect,2026-03-06
DEF-01028,UNIT-22163,BATCH-2025-01551,8,Final assembly defect,Low,Supplier quality issue,2025-05-14
DEF-01029,UNIT-36249,BATCH-2025-02534,4,Cell imbalance,Low,Packaging error,2025-04-19
DEF-01030,UNIT-01256,BATCH-2026-00088,8,Final assembly defect,Low,Handling damage,2026-04-29
DEF-01031,UNIT-36393,BATCH-2025-02544,3,Low volume output,High,Environmental exposure,2025-10-22
DEF-01032,UNIT-15580,BATCH-2025-01090,3,Speaker distortion,Medium,Supplier quality issue,2025-03-30
DEF-01033,UNIT-27649,BATCH-2026-01934,4,Charging instability,High,Investigation pending,2026-05-28
DEF-01034,UNIT-27221,BATCH-2025-01903,2,Lens scratch,Low,Environmental exposure,2025-11-23
DEF-01035,UNIT-04237,BATCH-2024-00292,3,Audio clipping,Low,Handling damage,2024-10-28
DEF-01036,UNIT-08654,BATCH-2026-00599,8,Final assembly defect,High,Handling damage,2026-03-10
DEF-01037,UNIT-26152,BATCH-2025-01828,3,Audio clipping,Medium,Material defect,2025-10-01
DEF-01038,UNIT-40445,BATCH-2025-02832,1,Short circuit,Medium,Equipment calibration drift,2025-10-24
DEF-01039,UNIT-24446,BATCH-2024-01711,8,Ingress issue,High,Supplier quality issue,2024-10-06
DEF-01040,UNIT-25507,BATCH-2025-01783,1,Power fluctuation,Critical,Handling damage,2025-02-26
DEF-01041,UNIT-17854,BATCH-2026-01248,3,Audio clipping,Medium,Material defect,2026-04-12
DEF-01042,UNIT-14530,BATCH-2026-01016,4,Battery not detected,Medium,Handling damage,2026-06-12
DEF-01043,UNIT-24715,BATCH-2026-01729,7,Thermal runaway risk,Low,Equipment calibration drift,2026-05-22
DEF-01044,UNIT-06699,BATCH-2025-00462,5,Dead pixel,Medium,Material defect,2025-09-12
DEF-01045,UNIT-22590,BATCH-2024-01581,1,Short circuit,Low,Investigation pending,2024-10-14
DEF-01046,UNIT-34178,BATCH-2025-02389,6,Port instability,High,Equipment calibration drift,2025-11-03
DEF-01047,UNIT-49668,BATCH-2025-03471,6,Port instability,Low,Supplier quality issue,2025-08-02
DEF-01048,UNIT-34835,BATCH-2025-02435,7,Fan failure,Medium,Investigation pending,2025-02-11
DEF-01049,UNIT-41593,BATCH-2026-02912,1,Connector misalignment,Medium,Packaging error,2026-04-08
DEF-01050,UNIT-12953,BATCH-2024-00906,3,Audio clipping,High,Packaging error,2024-12-10
DEF-01051,UNIT-02007,BATCH-2025-00139,1,Connector misalignment,High,Equipment calibration drift,2025-08-28
DEF-01052,UNIT-27134,BATCH-2024-01898,7,Overheating,Medium,Process variation,2024-11-23
DEF-01053,UNIT-15113,BATCH-2025-01059,7,Thermal runaway risk,Medium,Investigation pending,2026-01-05
DEF-01054,UNIT-34367,BATCH-2026-02402,3,Audio clipping,High,Environmental exposure,2026-07-05
DEF-01055,UNIT-21553,BATCH-2025-01508,1,Short circuit,Low,Handling damage,2025-10-06
DEF-01056,UNIT-09257,BATCH-2025-00641,5,Dead pixel,High,Material defect,2025-11-15
DEF-01057,UNIT-10770,BATCH-2024-00751,5,Screen artifact,High,Investigation pending,2024-12-08
DEF-01058,UNIT-03495,BATCH-2025-00241,8,Final assembly defect,Low,Packaging error,2025-04-04
DEF-01059,UNIT-40342,BATCH-2026-02825,6,Signal interference,Low,Handling damage,2026-03-08
DEF-01060,UNIT-29021,BATCH-2026-02030,4,Charging instability,Critical,Handling damage,2026-03-04
DEF-01061,UNIT-16252,BATCH-2025-01136,3,Speaker distortion,Medium,Handling damage,2025-08-14
DEF-01062,UNIT-22542,BATCH-2024-01577,5,Screen artifact,Medium,Supplier quality issue,2024-12-08
DEF-01063,UNIT-37632,BATCH-2025-02630,5,Screen artifact,High,Environmental exposure,2025-11-24
DEF-01064,UNIT-28214,BATCH-2026-01973,5,Color calibration issue,Low,Handling damage,2026-09-04
DEF-01065,UNIT-40017,BATCH-2024-02801,8,Packaging damage,High,Investigation pending,2025-01-14
DEF-01066,UNIT-10409,BATCH-2025-00726,3,Speaker distortion,Low,Equipment calibration drift,2025-07-23
DEF-01067,UNIT-22065,BATCH-2026-01545,2,Sensor calibration drift,Critical,Process variation,2026-04-03
DEF-01068,UNIT-02866,BATCH-2025-00198,2,Sensor calibration drift,Low,Environmental exposure,2025-05-21
DEF-01069,UNIT-25578,BATCH-2025-01787,2,Sensor calibration drift,Critical,Environmental exposure,2025-03-03
DEF-01070,UNIT-35252,BATCH-2026-02465,5,Dead pixel,High,Process variation,2026-06-21
DEF-01071,UNIT-12523,BATCH-2026-00875,4,Cell imbalance,Low,Material defect,2026-02-07
DEF-01072,UNIT-21955,BATCH-2025-01536,1,Power fluctuation,Medium,Packaging error,2025-06-18
DEF-01073,UNIT-25503,BATCH-2025-01782,4,Battery not detected,Low,Material defect,2025-05-29
DEF-01074,UNIT-45461,BATCH-2025-03186,5,Screen artifact,Critical,Environmental exposure,2025-08-17
DEF-01075,UNIT-00558,BATCH-2026-00039,6,Port instability,Low,Supplier quality issue,2026-05-18
DEF-01076,UNIT-26285,BATCH-2025-01837,7,Fan failure,Low,Process variation,2025-11-30
DEF-01077,UNIT-02970,BATCH-2026-00206,4,Charging instability,Low,Equipment calibration drift,2026-06-23
DEF-01078,UNIT-14946,BATCH-2026-01047,8,Final assembly defect,Low,Material defect,2026-09-13
DEF-01079,UNIT-15832,BATCH-2025-01107,4,Battery not detected,Low,Packaging error,2025-08-15
DEF-01080,UNIT-27104,BATCH-2025-01895,2,Sensor calibration drift,High,Environmental exposure,2025-06-08
DEF-01081,UNIT-36973,BATCH-2025-02584,2,Lens scratch,High,Environmental exposure,2025-07-20
DEF-01082,UNIT-07860,BATCH-2025-00545,2,Sensor calibration drift,Critical,Material defect,2025-10-13
DEF-01083,UNIT-48853,BATCH-2025-03417,2,Sensor calibration drift,Medium,Process variation,2025-10-27
DEF-01084,UNIT-36999,BATCH-2025-02586,2,Sensor calibration drift,Critical,Environmental exposure,2025-05-12
DEF-01085,UNIT-16107,BATCH-2024-01126,3,Speaker distortion,High,Equipment calibration drift,2024-12-24
DEF-01086,UNIT-49426,BATCH-2026-03456,8,Final assembly defect,Medium,Handling damage,2026-08-03
DEF-01087,UNIT-46065,BATCH-2025-03228,8,Ingress issue,Critical,Investigation pending,2025-02-26
DEF-01088,UNIT-05622,BATCH-2025-00388,7,Thermal runaway risk,Low,Supplier quality issue,2025-02-01
DEF-01089,UNIT-09585,BATCH-2026-00665,8,Final assembly defect,High,Supplier quality issue,2026-01-31
DEF-01090,UNIT-30615,BATCH-2024-02141,8,Packaging damage,Medium,Environmental exposure,2024-10-11
DEF-01091,UNIT-23511,BATCH-2025-01646,5,Screen artifact,Low,Handling damage,2025-05-31
DEF-01092,UNIT-05536,BATCH-2024-00381,1,Short circuit,Medium,Handling damage,2024-11-06
DEF-01093,UNIT-05212,BATCH-2024-00358,1,Connector misalignment,High,Equipment calibration drift,2024-12-20
DEF-01094,UNIT-11861,BATCH-2025-00828,7,Overheating,Medium,Supplier quality issue,2025-04-12
DEF-01095,UNIT-05561,BATCH-2025-00382,4,Charging instability,High,Equipment calibration drift,2025-01-24
DEF-01096,UNIT-38028,BATCH-2026-02659,1,Power fluctuation,High,Process variation,2026-09-17
DEF-01097,UNIT-12932,BATCH-2025-00904,7,Thermal runaway risk,Low,Packaging error,2025-02-10
DEF-01098,UNIT-20079,BATCH-2026-01404,6,Signal interference,Medium,Handling damage,2026-09-08
DEF-01099,UNIT-15917,BATCH-2026-01113,4,Cell imbalance,Low,Investigation pending,2026-08-15
DEF-01100,UNIT-29366,BATCH-2025-02056,2,Camera focus failed,Medium,Supplier quality issue,2025-02-27
DEF-01101,UNIT-39310,BATCH-2025-02751,7,Thermal runaway risk,Low,Material defect,2025-03-16
DEF-01102,UNIT-20893,BATCH-2025-01461,2,Sensor calibration drift,Low,Material defect,2025-08-27
DEF-01103,UNIT-41148,BATCH-2025-02882,6,Port instability,Medium,Equipment calibration drift,2026-01-17
DEF-01104,UNIT-17095,BATCH-2025-01196,1,Short circuit,Low,Investigation pending,2025-02-26
DEF-01105,UNIT-00307,BATCH-2025-00021,7,Thermal runaway risk,Medium,Material defect,2025-10-23
DEF-01106,UNIT-15202,BATCH-2025-01064,8,Ingress issue,Medium,Investigation pending,2025-08-19
DEF-01107,UNIT-14110,BATCH-2026-00987,6,Signal interference,High,Material defect,2026-06-18
DEF-01108,UNIT-08973,BATCH-2026-00622,6,Signal interference,Medium,Handling damage,2026-03-14
DEF-01109,UNIT-39722,BATCH-2024-02780,7,Fan failure,Low,Process variation,2024-10-26
DEF-01110,UNIT-07250,BATCH-2026-00502,6,Signal interference,Low,Environmental exposure,2026-03-16
DEF-01111,UNIT-23584,BATCH-2024-01651,2,Sensor calibration drift,Low,Supplier quality issue,2025-01-15
DEF-01112,UNIT-37091,BATCH-2025-02592,4,Cell imbalance,Medium,Handling damage,2025-06-30
DEF-01113,UNIT-29855,BATCH-2025-02090,4,Battery not detected,High,Process variation,2025-05-05
DEF-01114,UNIT-42303,BATCH-2024-02964,5,Color calibration issue,High,Supplier quality issue,2024-11-27
DEF-01115,UNIT-22057,BATCH-2026-01544,2,Camera focus failed,Low,Material defect,2026-05-25
DEF-01116,UNIT-27885,BATCH-2026-01950,8,Packaging damage,Low,Equipment calibration drift,2026-01-28
DEF-01117,UNIT-06835,BATCH-2026-00472,5,Color calibration issue,High,Process variation,2026-05-28
DEF-01118,UNIT-34971,BATCH-2025-02446,2,Sensor calibration drift,Low,Material defect,2025-07-18
DEF-01119,UNIT-35997,BATCH-2025-02516,3,Low volume output,Low,Environmental exposure,2025-11-13
DEF-01120,UNIT-36252,BATCH-2026-02535,3,Speaker distortion,Medium,Handling damage,2026-03-15
DEF-01121,UNIT-22208,BATCH-2026-01554,7,Thermal runaway risk,Critical,Environmental exposure,2026-06-26
DEF-01122,UNIT-09616,BATCH-2025-00667,8,Ingress issue,Medium,Supplier quality issue,2025-09-30
DEF-01123,UNIT-04126,BATCH-2025-00284,8,Final assembly defect,Medium,Supplier quality issue,2025-09-06
DEF-01124,UNIT-19263,BATCH-2025-01347,8,Final assembly defect,Low,Investigation pending,2025-01-22
DEF-01125,UNIT-42773,BATCH-2026-02999,6,Signal interference,Medium,Supplier quality issue,2026-09-28
DEF-01126,UNIT-00162,BATCH-2025-00012,3,Speaker distortion,Low,Investigation pending,2025-04-27
DEF-01127,UNIT-47222,BATCH-2025-03306,1,Connector misalignment,High,Equipment calibration drift,2025-03-09
DEF-01128,UNIT-05677,BATCH-2026-00392,5,Dead pixel,Low,Investigation pending,2026-08-05
DEF-01129,UNIT-07522,BATCH-2024-00522,7,Overheating,Critical,Packaging error,2024-10-30
DEF-01130,UNIT-21843,BATCH-2026-01528,4,Cell imbalance,Critical,Equipment calibration drift,2026-08-02
DEF-01131,UNIT-02100,BATCH-2026-00146,2,Camera focus failed,Low,Equipment calibration drift,2026-09-13
DEF-01132,UNIT-26689,BATCH-2026-01865,7,Thermal runaway risk,Medium,Packaging error,2026-03-14
DEF-01133,UNIT-33270,BATCH-2025-02325,6,Signal interference,High,Packaging error,2025-01-29
DEF-01134,UNIT-02315,BATCH-2025-00161,2,Camera focus failed,Low,Supplier quality issue,2025-05-14
DEF-01135,UNIT-49406,BATCH-2026-03454,6,Connectivity drop,Medium,Process variation,2026-06-26
DEF-01136,UNIT-47859,BATCH-2026-03350,8,Packaging damage,High,Equipment calibration drift,2026-05-29
DEF-01137,UNIT-29810,BATCH-2024-02087,2,Lens scratch,Low,Supplier quality issue,2024-11-12
DEF-01138,UNIT-42688,BATCH-2026-02992,5,Dead pixel,Low,Material defect,2026-06-12
DEF-01139,UNIT-22351,BATCH-2025-01564,6,Port instability,Medium,Packaging error,2025-05-13
DEF-01140,UNIT-02257,BATCH-2026-00157,2,Sensor calibration drift,Low,Environmental exposure,2026-06-21
DEF-01141,UNIT-22837,BATCH-2026-01599,4,Battery not detected,Low,Equipment calibration drift,2026-07-17
DEF-01142,UNIT-20613,BATCH-2024-01441,5,Screen artifact,High,Handling damage,2025-01-13
DEF-01143,UNIT-35265,BATCH-2025-02466,7,Fan failure,Low,Supplier quality issue,2025-12-03
DEF-01144,UNIT-46693,BATCH-2025-03270,5,Dead pixel,High,Investigation pending,2025-05-28
DEF-01145,UNIT-49007,BATCH-2025-03428,6,Signal interference,Medium,Handling damage,2025-02-28
DEF-01146,UNIT-25468,BATCH-2026-01780,6,Port instability,High,Material defect,2026-07-22
DEF-01147,UNIT-28059,BATCH-2025-01961,7,Overheating,High,Environmental exposure,2025-12-14
DEF-01148,UNIT-11535,BATCH-2026-00805,4,Battery not detected,Medium,Process variation,2026-03-01
DEF-01149,UNIT-23224,BATCH-2025-01626,5,Dead pixel,Medium,Material defect,2025-09-19
DEF-01150,UNIT-30561,BATCH-2025-02138,5,Dead pixel,High,Supplier quality issue,2025-06-07
DEF-01151,UNIT-10194,BATCH-2025-00710,6,Connectivity drop,Medium,Supplier quality issue,2025-07-01
DEF-01152,UNIT-33472,BATCH-2025-02339,2,Lens scratch,Low,Material defect,2025-03-05
DEF-01153,UNIT-15557,BATCH-2025-01088,4,Battery not detected,Medium,Packaging error,2025-05-22
DEF-01154,UNIT-27519,BATCH-2024-01924,6,Connectivity drop,Medium,Investigation pending,2025-01-03
DEF-01155,UNIT-49156,BATCH-2025-03437,4,Cell imbalance,Critical,Material defect,2025-12-29
DEF-01156,UNIT-28928,BATCH-2025-02023,3,Speaker distortion,Low,Equipment calibration drift,2025-03-09
DEF-01157,UNIT-04029,BATCH-2025-00277,5,Color calibration issue,Critical,Process variation,2025-10-01
DEF-01158,UNIT-31628,BATCH-2025-02214,6,Connectivity drop,Low,Handling damage,2025-09-15
DEF-01159,UNIT-31988,BATCH-2024-02237,8,Final assembly defect,Medium,Process variation,2024-10-12
DEF-01160,UNIT-14053,BATCH-2026-00984,4,Battery not detected,Low,Supplier quality issue,2026-08-23
DEF-01161,UNIT-40929,BATCH-2025-02866,1,Connector misalignment,Medium,Environmental exposure,2025-02-14
DEF-01162,UNIT-24419,BATCH-2025-01709,7,Fan failure,Critical,Environmental exposure,2025-04-10
DEF-01163,UNIT-37444,BATCH-2025-02617,3,Speaker distortion,Low,Environmental exposure,2025-11-15
DEF-01164,UNIT-43720,BATCH-2026-03064,6,Port instability,Medium,Equipment calibration drift,2026-04-02
DEF-01165,UNIT-44974,BATCH-2025-03150,7,Overheating,Critical,Equipment calibration drift,2025-01-25
DEF-01166,UNIT-04986,BATCH-2024-00343,5,Screen artifact,Critical,Packaging error,2024-11-17
DEF-01167,UNIT-01418,BATCH-2025-00100,4,Cell imbalance,Medium,Process variation,2025-03-15
DEF-01168,UNIT-45796,BATCH-2025-03209,3,Audio clipping,Low,Investigation pending,2025-12-01
DEF-01169,UNIT-19118,BATCH-2025-01336,5,Color calibration issue,Low,Investigation pending,2025-01-28
DEF-01170,UNIT-07058,BATCH-2024-00488,5,Color calibration issue,Critical,Process variation,2024-11-09
DEF-01171,UNIT-10117,BATCH-2025-00704,1,Connector misalignment,Low,Packaging error,2025-04-13
DEF-01172,UNIT-31145,BATCH-2026-02180,3,Audio clipping,Medium,Investigation pending,2026-05-01
DEF-01173,UNIT-31274,BATCH-2025-02189,7,Fan failure,High,Process variation,2025-09-18
DEF-01174,UNIT-08567,BATCH-2025-00594,7,Thermal runaway risk,Medium,Handling damage,2025-02-12
DEF-01175,UNIT-31772,BATCH-2026-02223,3,Speaker distortion,Medium,Material defect,2026-05-27
DEF-01176,UNIT-36488,BATCH-2025-02550,6,Port instability,High,Investigation pending,2025-08-20
DEF-01177,UNIT-49632,BATCH-2025-03469,5,Dead pixel,Low,Packaging error,2025-10-18
DEF-01178,UNIT-45652,BATCH-2025-03199,7,Overheating,Medium,Process variation,2025-01-31
DEF-01179,UNIT-41762,BATCH-2025-02925,3,Audio clipping,High,Investigation pending,2025-01-29
DEF-01180,UNIT-27405,BATCH-2025-01916,7,Overheating,High,Handling damage,2025-04-15
DEF-01181,UNIT-03912,BATCH-2025-00269,7,Thermal runaway risk,High,Packaging error,2025-04-12
DEF-01182,UNIT-12562,BATCH-2025-00877,4,Battery not detected,Low,Handling damage,2025-04-15
DEF-01183,UNIT-24393,BATCH-2026-01707,6,Connectivity drop,Medium,Equipment calibration drift,2026-09-08
DEF-01184,UNIT-09177,BATCH-2026-00635,4,Charging instability,Medium,Packaging error,2026-05-28
DEF-01185,UNIT-22420,BATCH-2024-01569,2,Camera focus failed,Critical,Environmental exposure,2024-11-27
DEF-01186,UNIT-15686,BATCH-2026-01097,8,Ingress issue,High,Packaging error,2026-09-26
DEF-01187,UNIT-06731,BATCH-2026-00465,7,Fan failure,High,Environmental exposure,2026-04-11
DEF-01188,UNIT-27160,BATCH-2026-01900,7,Overheating,High,Equipment calibration drift,2026-03-17
DEF-01189,UNIT-44125,BATCH-2025-03091,5,Screen artifact,High,Equipment calibration drift,2025-04-10
DEF-01190,UNIT-47507,BATCH-2026-03326,2,Camera focus failed,Low,Process variation,2026-08-21
DEF-01191,UNIT-06891,BATCH-2025-00476,4,Battery not detected,Low,Handling damage,2025-05-17
DEF-01192,UNIT-03765,BATCH-2025-00260,8,Final assembly defect,Medium,Process variation,2025-11-27
DEF-01193,UNIT-18581,BATCH-2025-01298,1,Connector misalignment,Medium,Environmental exposure,2025-01-25
DEF-01194,UNIT-10176,BATCH-2026-00708,4,Cell imbalance,Low,Environmental exposure,2026-06-24
DEF-01195,UNIT-09032,BATCH-2025-00626,2,Lens scratch,Medium,Material defect,2025-05-27
DEF-01196,UNIT-32015,BATCH-2025-02239,1,Power fluctuation,Low,Equipment calibration drift,2025-07-19
DEF-01197,UNIT-07555,BATCH-2025-00524,8,Ingress issue,High,Investigation pending,2025-01-30
DEF-01198,UNIT-19084,BATCH-2025-01333,4,Cell imbalance,High,Process variation,2025-10-04
DEF-01199,UNIT-03930,BATCH-2026-00271,8,Ingress issue,Low,Equipment calibration drift,2026-08-07
DEF-01200,UNIT-08508,BATCH-2025-00590,8,Packaging damage,Medium,Investigation pending,2025-12-23
DEF-01201,UNIT-48430,BATCH-2025-03389,5,Dead pixel,High,Environmental exposure,2025-11-04
DEF-01202,UNIT-13917,BATCH-2025-00974,3,Low volume output,Low,Investigation pending,2025-12-29
DEF-01203,UNIT-31810,BATCH-2026-02226,7,Fan failure,Medium,Investigation pending,2026-05-01
DEF-01204,UNIT-21054,BATCH-2026-01472,3,Low volume output,Medium,Material defect,2026-08-19
DEF-01205,UNIT-21040,BATCH-2026-01471,7,Thermal runaway risk,Critical,Process variation,2026-06-20
DEF-01206,UNIT-27584,BATCH-2025-01929,5,Color calibration issue,Medium,Environmental exposure,2026-01-02
DEF-01207,UNIT-22048,BATCH-2026-01543,7,Overheating,Low,Equipment calibration drift,2026-09-08
DEF-01208,UNIT-01601,BATCH-2025-00112,2,Sensor calibration drift,High,Equipment calibration drift,2025-12-27
DEF-01209,UNIT-39134,BATCH-2024-02740,2,Camera focus failed,Medium,Supplier quality issue,2024-11-10
DEF-01210,UNIT-36529,BATCH-2026-02553,8,Final assembly defect,Medium,Investigation pending,2026-05-23
DEF-01211,UNIT-00439,BATCH-2026-00030,1,Short circuit,Medium,Environmental exposure,2026-08-15
DEF-01212,UNIT-24961,BATCH-2024-01746,1,Short circuit,Low,Environmental exposure,2025-01-09
DEF-01213,UNIT-45085,BATCH-2026-03158,6,Connectivity drop,High,Investigation pending,2026-04-18
DEF-01214,UNIT-36300,BATCH-2024-02538,5,Screen artifact,Critical,Packaging error,2024-12-10
DEF-01215,UNIT-44450,BATCH-2025-03114,8,Final assembly defect,Low,Investigation pending,2025-12-22
DEF-01216,UNIT-42086,BATCH-2025-02949,6,Signal interference,Low,Environmental exposure,2026-01-05
DEF-01217,UNIT-17227,BATCH-2024-01206,6,Signal interference,Low,Supplier quality issue,2024-10-12
DEF-01218,UNIT-46499,BATCH-2026-03258,1,Power fluctuation,Low,Material defect,2026-05-25
DEF-01219,UNIT-15455,BATCH-2025-01081,5,Screen artifact,High,Process variation,2025-02-19
DEF-01220,UNIT-19296,BATCH-2024-01349,6,Port instability,Medium,Supplier quality issue,2025-01-05
DEF-01221,UNIT-32922,BATCH-2026-02300,5,Screen artifact,High,Environmental exposure,2026-03-24
DEF-01222,UNIT-37309,BATCH-2025-02608,1,Connector misalignment,High,Packaging error,2025-11-25
DEF-01223,UNIT-15512,BATCH-2025-01085,2,Lens scratch,Medium,Supplier quality issue,2025-07-13
DEF-01224,UNIT-26387,BATCH-2025-01844,7,Overheating,Low,Process variation,2025-07-28
DEF-01225,UNIT-40896,BATCH-2026-02864,4,Charging instability,Low,Environmental exposure,2026-02-26
DEF-01226,UNIT-24134,BATCH-2026-01689,8,Ingress issue,Medium,Investigation pending,2026-04-29
DEF-01227,UNIT-41748,BATCH-2025-02924,1,Short circuit,High,Investigation pending,2025-12-30
DEF-01228,UNIT-23659,BATCH-2026-01656,7,Overheating,Low,Supplier quality issue,2026-03-22
DEF-01229,UNIT-43470,BATCH-2026-03046,4,Battery not detected,Medium,Material defect,2026-08-16
DEF-01230,UNIT-08068,BATCH-2025-00559,8,Ingress issue,Low,Equipment calibration drift,2025-10-15
DEF-01231,UNIT-29578,BATCH-2024-02071,3,Speaker distortion,Medium,Material defect,2024-10-27
DEF-01232,UNIT-01541,BATCH-2026-00108,5,Dead pixel,Low,Supplier quality issue,2026-09-11
DEF-01233,UNIT-48448,BATCH-2026-03390,6,Connectivity drop,High,Packaging error,2026-02-21
DEF-01234,UNIT-18642,BATCH-2026-01303,4,Battery not detected,Low,Environmental exposure,2026-04-05
DEF-01235,UNIT-15908,BATCH-2026-01113,5,Dead pixel,Low,Process variation,2026-08-11
DEF-01236,UNIT-25090,BATCH-2026-01755,1,Power fluctuation,Low,Equipment calibration drift,2026-03-20
DEF-01237,UNIT-36345,BATCH-2026-02540,5,Color calibration issue,Medium,Supplier quality issue,2026-02-27
DEF-01238,UNIT-44479,BATCH-2026-03116,4,Battery not detected,Low,Handling damage,2026-06-16
DEF-01239,UNIT-06807,BATCH-2026-00470,1,Connector misalignment,Medium,Environmental exposure,2026-06-13
DEF-01240,UNIT-32558,BATCH-2025-02274,5,Dead pixel,Low,Material defect,2025-09-24
DEF-01241,UNIT-30841,BATCH-2025-02158,6,Port instability,Low,Handling damage,2025-05-10
DEF-01242,UNIT-12293,BATCH-2025-00858,7,Thermal runaway risk,High,Process variation,2025-09-17
DEF-01243,UNIT-48029,BATCH-2025-03362,3,Audio clipping,High,Packaging error,2026-01-19
DEF-01244,UNIT-11737,BATCH-2026-00819,7,Overheating,Low,Packaging error,2026-03-17
DEF-01245,UNIT-42234,BATCH-2026-02959,7,Thermal runaway risk,Critical,Supplier quality issue,2026-08-03
DEF-01246,UNIT-05530,BATCH-2026-00380,7,Thermal runaway risk,Medium,Process variation,2026-02-06
DEF-01247,UNIT-03938,BATCH-2026-00271,5,Screen artifact,Low,Equipment calibration drift,2026-08-06
DEF-01248,UNIT-23984,BATCH-2025-01678,3,Audio clipping,High,Supplier quality issue,2025-10-07
DEF-01249,UNIT-36460,BATCH-2026-02549,4,Charging instability,Low,Supplier quality issue,2026-02-06
DEF-01250,UNIT-49702,BATCH-2025-03474,3,Low volume output,High,Investigation pending,2025-04-13
DEF-01251,UNIT-24710,BATCH-2026-01729,6,Signal interference,High,Packaging error,2026-05-21
